"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"CHIT1",0,0.836389373759924,0.274,0.004,0,"8","CHIT1"
"MOB1A",0,0.835753397876384,0.636,0.092,0,"8","MOB1A"
"ALDH1A1.1",0,0.834574660020134,0.49,0.045,0,"8","ALDH1A1"
"IFNGR1",0,0.832622485603575,0.641,0.112,0,"8","IFNGR1"
"FGL2",0,0.831816034035066,0.551,0.073,0,"8","FGL2"
"NDFIP1",0,0.830861941053013,0.622,0.12,0,"8","NDFIP1"
"CPVL",0,0.83082548320289,0.568,0.037,0,"8","CPVL"
"RNF145",0,0.828350375306487,0.625,0.124,0,"8","RNF145"
"RNF13",0,0.828305885005442,0.6,0.057,0,"8","RNF13"
"PSMD8",0,0.825917195479242,0.597,0.104,0,"8","PSMD8"
"LST1",0,0.825444784704839,0.626,0.046,0,"8","LST1"
"IL17RA",0,0.823366876039718,0.562,0.055,0,"8","IL17RA"
"CHMP4B",0,0.822214152865356,0.619,0.104,0,"8","CHMP4B"
"ACP2",0,0.820879488812391,0.57,0.018,0,"8","ACP2"
"METRNL",0,0.820205307293782,0.61,0.086,0,"8","METRNL"
"RAB10",0,0.81813400452726,0.584,0.07,0,"8","RAB10"
"FUCA1",0,0.818098150145346,0.535,0.021,0,"8","FUCA1"
"QKI",0,0.817903822554607,0.646,0.096,0,"8","QKI"
"SELT",0,0.817279689600211,0.6,0.089,0,"8","SELT"
"MATK",0,0.812754997024375,0.439,0.043,0,"8","MATK"
"ATP6V1E1",0,0.812071040251977,0.61,0.092,0,"8","ATP6V1E1"
"RGS10",0,0.810894851166615,0.578,0.089,0,"8","RGS10"
"IGF2R",0,0.80997399601458,0.575,0.077,0,"8","IGF2R"
"TUBA1C",0,0.808363687547117,0.501,0.047,0,"8","TUBA1C"
"SPPL2A",0,0.80732171322407,0.606,0.056,0,"8","SPPL2A"
"SORT1",0,0.805878995418577,0.497,0.032,0,"8","SORT1"
"HLA.DRB6",0,0.802598576121585,0.604,0.05,0,"8","HLA.DRB6"
"HMGA1",0,0.802424064096276,0.533,0.07,0,"8","HMGA1"
"SYK",0,0.802400645680602,0.586,0.039,0,"8","SYK"
"DPP7",0,0.801808246630644,0.619,0.069,0,"8","DPP7"
"FCGR2B",0,0.799484054168112,0.468,0.022,0,"8","FCGR2B"
"PRDX3",0,0.799305219141301,0.6,0.062,0,"8","PRDX3"
"PEA15",0,0.795553837906142,0.59,0.076,0,"8","PEA15"
"AQP9",0,0.794939909778078,0.443,0.009,0,"8","AQP9"
"FAM49B",0,0.792021053935718,0.626,0.088,0,"8","FAM49B"
"CNDP2",0,0.790378201755204,0.578,0.078,0,"8","CNDP2"
"VEGFB",0,0.787968070965983,0.567,0.051,0,"8","VEGFB"
"ASAP1",0,0.787618418479868,0.548,0.063,0,"8","ASAP1"
"RTN3",0,0.787346701793642,0.639,0.056,0,"8","RTN3"
"SEP15",0,0.784657515953282,0.613,0.116,0,"8","SEP15"
"ARL8B",0,0.783608732979698,0.564,0.045,0,"8","ARL8B"
"EIF4G1",0,0.782475618595568,0.604,0.098,0,"8","EIF4G1"
"COX5A",0,0.781801756028776,0.581,0.096,0,"8","COX5A"
"HCLS1",0,0.779876967369666,0.675,0.151,0,"8","HCLS1"
"ABHD12",0,0.779760281034684,0.599,0.036,0,"8","ABHD12"
"ABHD2",0,0.778486803077704,0.549,0.053,0,"8","ABHD2"
"AKR1A1",0,0.777034964384134,0.564,0.051,0,"8","AKR1A1"
"TMEM176A.1",0,0.776151915096134,0.557,0.04,0,"8","TMEM176A"
"HDLBP",0,0.775538956930088,0.599,0.087,0,"8","HDLBP"
"HADHB",0,0.774697704232323,0.564,0.061,0,"8","HADHB"
"ADAP2",0,0.774531199117577,0.536,0.019,0,"8","ADAP2"
"ADAM10",0,0.773148612222558,0.568,0.073,0,"8","ADAM10"
"CFD.8",0,0.77286061890836,0.604,0.08,0,"8","CFD"
"CXCL8",0,0.77220586828067,0.268,0.014,0,"8","CXCL8"
"ANKH",0,0.7667325393267,0.459,0.047,0,"8","ANKH"
"FKBP15",0,0.766100453755509,0.567,0.035,0,"8","FKBP15"
"SNX5",0,0.765742005643135,0.591,0.068,0,"8","SNX5"
"RAB20",0,0.765266383766569,0.526,0.015,0,"8","RAB20"
"DDAH2",0,0.764800957611047,0.565,0.076,0,"8","DDAH2"
"AP1S2",0,0.7630932574279,0.545,0.068,0,"8","AP1S2"
"NINJ1",0,0.762383026113053,0.567,0.042,0,"8","NINJ1"
"PLEKHO2",0,0.7611954334191,0.543,0.03,0,"8","PLEKHO2"
"BNIP3L",0,0.76093300480409,0.59,0.07,0,"8","BNIP3L"
"WBP2",0,0.759867417310637,0.586,0.089,0,"8","WBP2"
"UQCR10",0,0.758870808919112,0.586,0.111,0,"8","UQCR10"
"PLEKHB2",0,0.75830572385075,0.554,0.061,0,"8","PLEKHB2"
"PRR13",0,0.755317150900364,0.625,0.102,0,"8","PRR13"
"HK3",0,0.753895208603435,0.483,0.006,0,"8","HK3"
"VPS35",0,0.753850559536507,0.599,0.098,0,"8","VPS35"
"HNMT",0,0.752823370999277,0.538,0.023,0,"8","HNMT"
"RAP2B",0,0.749783880039307,0.567,0.056,0,"8","RAP2B"
"SERINC1",0,0.748963100946419,0.612,0.122,0,"8","SERINC1"
"CAST",0,0.748260113001735,0.619,0.125,0,"8","CAST"
"HSD3B7",0,0.747467175165996,0.419,0.01,0,"8","HSD3B7"
"GNPTG",0,0.746828335964158,0.559,0.062,0,"8","GNPTG"
"OAS3",0,0.746298617925497,0.526,0.029,0,"8","OAS3"
"SDF4",0,0.743586668993243,0.581,0.091,0,"8","SDF4"
"MAP1LC3B.1",0,0.743384534582177,0.613,0.117,0,"8","MAP1LC3B"
"ST13",0,0.742963178735293,0.607,0.123,0,"8","ST13"
"SLC11A1",0,0.740905827061867,0.477,0.019,0,"8","SLC11A1"
"PTMAP5",0,0.740632511207437,0.575,0.064,0,"8","PTMAP5"
"TSPAN3",0,0.740483667229104,0.51,0.043,0,"8","TSPAN3"
"NCEH1",0,0.738126225282619,0.461,0.011,0,"8","NCEH1"
"SKAP2",0,0.738107324567931,0.559,0.068,0,"8","SKAP2"
"ITGA5",0,0.737976766853166,0.509,0.052,0,"8","ITGA5"
"NCF2",0,0.737480972216864,0.533,0.021,0,"8","NCF2"
"TAOK3",0,0.736878220734024,0.59,0.107,0,"8","TAOK3"
"MDH1",0,0.735784647973157,0.516,0.051,0,"8","MDH1"
"VAMP3",0,0.735594557185956,0.546,0.062,0,"8","VAMP3"
"FAM129B",0,0.735362477874649,0.458,0.049,0,"8","FAM129B"
"CERS2",0,0.735321867791502,0.591,0.116,0,"8","CERS2"
"APH1A",0,0.735193749005714,0.626,0.128,0,"8","APH1A"
"C1ORF43",0,0.734826759571183,0.564,0.093,0,"8","C1ORF43"
"ZEB2",0,0.732292436471771,0.581,0.064,0,"8","ZEB2"
"SUMO3",0,0.730806461011223,0.578,0.109,0,"8","SUMO3"
"FAM96A",0,0.730309970443373,0.532,0.047,0,"8","FAM96A"
"LINC01272",0,0.730285127140318,0.461,0.01,0,"8","LINC01272"
"EIF5AL1",0,0.727296352958398,0.543,0.052,0,"8","EIF5AL1"
"TBXAS1",0,0.726424517900575,0.557,0.029,0,"8","TBXAS1"
"RIN3",0,0.7254725331774,0.567,0.067,0,"8","RIN3"
"RAPGEF1",0,0.724194060813644,0.545,0.072,0,"8","RAPGEF1"
"SHTN1",0,0.721934810328689,0.475,0.016,0,"8","SHTN1"
"GLMP",0,0.720988659503124,0.5,0.029,0,"8","GLMP"
"RAB11FIP1",0,0.72096971071853,0.493,0.056,0,"8","RAB11FIP1"
"RAB1B",0,0.719739741775885,0.562,0.101,0,"8","RAB1B"
"SMS",0,0.717423554246433,0.542,0.037,0,"8","SMS"
"UBE2L6",0,0.717405762190989,0.567,0.088,0,"8","UBE2L6"
"PSMD3",0,0.716430052328183,0.503,0.068,0,"8","PSMD3"
"PDIA4",0,0.715736966063581,0.543,0.08,0,"8","PDIA4"
"RPS6KA1",0,0.715533580629794,0.497,0.055,0,"8","RPS6KA1"
"MAPRE1",0,0.715441746119916,0.57,0.073,0,"8","MAPRE1"
"POLR2E",0,0.714184145718201,0.562,0.078,0,"8","POLR2E"
"TNFRSF1A.1",0,0.714175565699104,0.583,0.087,0,"8","TNFRSF1A"
"EPSTI1",0,0.7120135746714,0.526,0.032,0,"8","EPSTI1"
"IDH1",0,0.711773738413275,0.532,0.023,0,"8","IDH1"
"NTAN1",0,0.711339422411303,0.509,0.04,0,"8","NTAN1"
"RHEB",0,0.70903535411955,0.509,0.039,0,"8","RHEB"
"SNX2",0,0.707153684494937,0.545,0.051,0,"8","SNX2"
"AUP1",0,0.707033357627133,0.548,0.078,0,"8","AUP1"
"MAP7D1",0,0.706862322664582,0.548,0.062,0,"8","MAP7D1"
"NENF",0,0.705642215777814,0.554,0.08,0,"8","NENF"
"CD300A",0,0.705565547279584,0.506,0.033,0,"8","CD300A"
"ATP5F1",0,0.705161078878286,0.574,0.102,0,"8","ATP5F1"
"HSBP1",0,0.70476813555721,0.554,0.058,0,"8","HSBP1"
"FURIN",0,0.704497082681807,0.514,0.052,0,"8","FURIN"
"NRBP1",0,0.702902746792148,0.525,0.066,0,"8","NRBP1"
"CORO1B",0,0.702022958366684,0.565,0.077,0,"8","CORO1B"
"MVP",0,0.701726262759572,0.535,0.081,0,"8","MVP"
"CYSTM1",0,0.700530691014377,0.494,0.043,0,"8","CYSTM1"
"CD86",0,0.700075516802914,0.525,0.017,0,"8","CD86"
"RAB7B",0,0.697532466352249,0.41,0.007,0,"8","RAB7B"
"UQCRC1",0,0.697002229087778,0.525,0.05,0,"8","UQCRC1"
"SNX10",0,0.696052796502032,0.474,0.028,0,"8","SNX10"
"GNAQ",0,0.694666348171434,0.542,0.075,0,"8","GNAQ"
"CD109",0,0.694493598021237,0.399,0.015,0,"8","CD109"
"LAMTOR2",0,0.694162516852763,0.514,0.061,0,"8","LAMTOR2"
"YWHAG",0,0.694087114464291,0.488,0.045,0,"8","YWHAG"
"CXCL2.1",0,0.691680761806315,0.346,0.02,0,"8","CXCL2"
"TMEM14C",0,0.691102210534213,0.525,0.076,0,"8","TMEM14C"
"PILRA",0,0.690184033628848,0.501,0.016,0,"8","PILRA"
"SPG21",0,0.689402642056294,0.555,0.071,0,"8","SPG21"
"ATP6V0D1",0,0.689016092064074,0.548,0.037,0,"8","ATP6V0D1"
"TNS3",0,0.685197857147756,0.47,0.015,0,"8","TNS3"
"CAT",0,0.685184939392948,0.583,0.07,0,"8","CAT"
"SERPINE1",0,0.684693624187329,0.332,0.02,0,"8","SERPINE1"
"TMEM51",0,0.68461241988259,0.471,0.015,0,"8","TMEM51"
"PYCARD",0,0.684307313603171,0.525,0.052,0,"8","PYCARD"
"SLC39A1",0,0.68219282656362,0.555,0.064,0,"8","SLC39A1"
"TMED5",0,0.682035504143168,0.497,0.042,0,"8","TMED5"
"PLIN3",0,0.681640487631842,0.514,0.037,0,"8","PLIN3"
"DENND4C",0,0.680592931009228,0.488,0.049,0,"8","DENND4C"
"NR1H3",0,0.67990743452662,0.459,0.018,0,"8","NR1H3"
"TMEM50A",0,0.678003875319221,0.564,0.1,0,"8","TMEM50A"
"ANXA4",0,0.677565756038766,0.472,0.039,0,"8","ANXA4"
"AHCYL1",0,0.67692884053592,0.562,0.101,0,"8","AHCYL1"
"PICALM",0,0.675381275365882,0.541,0.078,0,"8","PICALM"
"ATP5H",0,0.675170684759395,0.53,0.08,0,"8","ATP5H"
"VKORC1",0,0.674655954833622,0.526,0.057,0,"8","VKORC1"
"SCP2",0,0.673560362652965,0.532,0.079,0,"8","SCP2"
"MYO1E",0,0.673374720745702,0.449,0.012,0,"8","MYO1E"
"COX7B",0,0.671353187343723,0.525,0.072,0,"8","COX7B"
"MTPN",0,0.670926078311027,0.541,0.088,0,"8","MTPN"
"LILRB3",0,0.669757586710144,0.516,0.016,0,"8","LILRB3"
"LTBR",0,0.669047559890686,0.528,0.04,0,"8","LTBR"
"RAB8A",0,0.668983655652079,0.554,0.057,0,"8","RAB8A"
"NFAM1",0,0.668465141296776,0.486,0.013,0,"8","NFAM1"
"M6PR",0,0.667974444469463,0.545,0.045,0,"8","M6PR"
"CXCL3",0,0.667002942475189,0.251,0.008,0,"8","CXCL3"
"ALDH2",0,0.666697593669577,0.464,0.046,0,"8","ALDH2"
"GLB1",0,0.66663133703765,0.496,0.034,0,"8","GLB1"
"NECAP2",0,0.666554678030644,0.526,0.067,0,"8","NECAP2"
"FUCA2",0,0.666273311107922,0.513,0.037,0,"8","FUCA2"
"IQGAP2",0,0.664739345276508,0.516,0.056,0,"8","IQGAP2"
"TMEM127",0,0.664599729220435,0.541,0.059,0,"8","TMEM127"
"ATP5EP2",0,0.663591399511278,0.522,0.046,0,"8","ATP5EP2"
"DNASE2",0,0.662684912533975,0.471,0.036,0,"8","DNASE2"
"ATP2A2",0,0.662625983973052,0.496,0.055,0,"8","ATP2A2"
"ADPGK",0,0.662102009491632,0.554,0.061,0,"8","ADPGK"
"SLAMF8",0,0.660153576203806,0.442,0.01,0,"8","SLAMF8"
"ADAM17",0,0.659969424032208,0.507,0.047,0,"8","ADAM17"
"ZFHX3",0,0.659762310488665,0.483,0.046,0,"8","ZFHX3"
"HK1",0,0.657875431226712,0.503,0.066,0,"8","HK1"
"ZNF706",0,0.657725087761134,0.532,0.065,0,"8","ZNF706"
"CCT5",0,0.657404358015888,0.48,0.061,0,"8","CCT5"
"APOBR",0,0.656863182576228,0.454,0.041,0,"8","APOBR"
"CNPY3",0,0.655890933384936,0.552,0.073,0,"8","CNPY3"
"COPA",0,0.655508662419521,0.533,0.088,0,"8","COPA"
"EHD4",0,0.651584271191502,0.503,0.043,0,"8","EHD4"
"NUMB",0,0.650821123279668,0.474,0.043,0,"8","NUMB"
"UQCRQ",0,0.65052674271109,0.535,0.09,0,"8","UQCRQ"
"RPS27L",0,0.650156845519303,0.52,0.086,0,"8","RPS27L"
"GALNT1",0,0.649746251849534,0.494,0.052,0,"8","GALNT1"
"OAS2",0,0.649447201837324,0.509,0.037,0,"8","OAS2"
"CLPTM1",0,0.649380072994265,0.543,0.09,0,"8","CLPTM1"
"SLC29A3",0,0.649248137535077,0.42,0.009,0,"8","SLC29A3"
"EMC10",0,0.648237668936387,0.523,0.086,0,"8","EMC10"
"LILRB2",0,0.646656950084421,0.494,0.017,0,"8","LILRB2"
"BCL2A1",0,0.645120954665859,0.404,0.021,0,"8","BCL2A1"
"SFXN3",0,0.644611916425906,0.459,0.038,0,"8","SFXN3"
"FOLR2",0,0.644388282102876,0.346,0.009,0,"8","FOLR2"
"IRAK1",0,0.643814401166269,0.475,0.043,0,"8","IRAK1"
"LAP3",0,0.643080559644686,0.501,0.046,0,"8","LAP3"
"RGS19",0,0.642471454170269,0.51,0.058,0,"8","RGS19"
"DRAM2",0,0.642344682931077,0.517,0.043,0,"8","DRAM2"
"GPR137B",0,0.642233424358092,0.452,0.02,0,"8","GPR137B"
"RDX",0,0.641372264861957,0.448,0.051,0,"8","RDX"
"ADIPOR1",0,0.64099739343936,0.514,0.068,0,"8","ADIPOR1"
"CHST11",0,0.640541040564808,0.432,0.05,0,"8","CHST11"
"PLEKHM2",0,0.640437014069461,0.496,0.039,0,"8","PLEKHM2"
"LY86",0,0.640025993743847,0.496,0.016,0,"8","LY86"
"SCCPDH",0,0.637526010442114,0.449,0.03,0,"8","SCCPDH"
"RNPEP",0,0.635626932230756,0.494,0.048,0,"8","RNPEP"
"STIP1",0,0.635355207757903,0.496,0.056,0,"8","STIP1"
"OAZ2",0,0.635307477661682,0.519,0.063,0,"8","OAZ2"
"CHMP1B",0,0.635122048559706,0.487,0.06,0,"8","CHMP1B"
"RAB32",0,0.634868821906056,0.458,0.029,0,"8","RAB32"
"PIK3R5",0,0.634410052680058,0.474,0.038,0,"8","PIK3R5"
"ELOVL1",0,0.630685565216202,0.5,0.064,0,"8","ELOVL1"
"TMBIM4",0,0.6304859256134,0.526,0.075,0,"8","TMBIM4"
"SERPINA1",0,0.629453985727953,0.406,0.035,0,"8","SERPINA1"
"ATP2B1",0,0.628934118380911,0.49,0.071,0,"8","ATP2B1"
"PRKACA",0,0.628401621368136,0.528,0.074,0,"8","PRKACA"
"GPX3.1",0,0.628006011327662,0.42,0.05,0,"8","GPX3"
"HOOK3",0,0.627887540654824,0.514,0.065,0,"8","HOOK3"
"SLC3A2",0,0.626897439970923,0.542,0.083,0,"8","SLC3A2"
"RPN2",0,0.626309414901894,0.526,0.079,0,"8","RPN2"
"APBB1IP",0,0.622719312651217,0.523,0.078,0,"8","APBB1IP"
"PSMB2",0,0.62261363748844,0.517,0.085,0,"8","PSMB2"
"RAB13",0,0.621361625162488,0.491,0.038,0,"8","RAB13"
"RHOQ",0,0.620494509561193,0.5,0.032,0,"8","RHOQ"
"ERO1A",0,0.620087332760091,0.461,0.053,0,"8","ERO1A"
"NEU1",0,0.619692433240471,0.49,0.039,0,"8","NEU1"
"AC068137.13",0,0.618791557323457,0.528,0.064,0,"8","AC068137.13"
"PFKL",0,0.618535536734056,0.5,0.056,0,"8","PFKL"
"CAB39",0,0.617764332084892,0.52,0.069,0,"8","CAB39"
"FLII",0,0.614626352326376,0.532,0.073,0,"8","FLII"
"HPCAL1",0,0.612653856164402,0.48,0.05,0,"8","HPCAL1"
"CSNK2B",0,0.612417393912641,0.503,0.078,0,"8","CSNK2B"
"MYOF",0,0.611806349246306,0.441,0.044,0,"8","MYOF"
"AGAP3",0,0.61160599885004,0.464,0.032,0,"8","AGAP3"
"MRC1",0,0.610228665558687,0.423,0.031,0,"8","MRC1"
"INF2",0,0.610173548533417,0.458,0.025,0,"8","INF2"
"BID",0,0.60763016264819,0.47,0.032,0,"8","BID"
"TP53I11",0,0.607018424175238,0.441,0.058,0,"8","TP53I11"
"ARHGAP18",0,0.606730039096358,0.472,0.033,0,"8","ARHGAP18"
"RBM47",0,0.606630394315122,0.458,0.026,0,"8","RBM47"
"SHKBP1",0,0.604995978568477,0.503,0.057,0,"8","SHKBP1"
"NDUFAF3",0,0.604447019189368,0.484,0.07,0,"8","NDUFAF3"
"ILK",0,0.604394741642776,0.501,0.065,0,"8","ILK"
"PAPSS1",0,0.604122623289731,0.47,0.035,0,"8","PAPSS1"
"ARL8A",0,0.603602399748592,0.465,0.057,0,"8","ARL8A"
"LINC00963",0,0.603091161475784,0.458,0.053,0,"8","LINC00963"
"SOAT1",0,0.602904028823317,0.452,0.035,0,"8","SOAT1"
"AGPAT2",0,0.602836787706536,0.442,0.031,0,"8","AGPAT2"
"RPS20P14",0,0.602127770264471,0.51,0.068,0,"8","RPS20P14"
"SLC35F6",0,0.602091315345815,0.481,0.041,0,"8","SLC35F6"
"HOMER3",0,0.600419193709147,0.457,0.032,0,"8","HOMER3"
"SCARB1",0,0.600340459690375,0.443,0.026,0,"8","SCARB1"
"ACAA2",0,0.598871072366101,0.454,0.044,0,"8","ACAA2"
"SLC31A1",0,0.597778172506329,0.439,0.017,0,"8","SLC31A1"
"ATF5",0,0.59671485698506,0.391,0.03,0,"8","ATF5"
"TM4SF19",0,0.596596363992856,0.265,0.003,0,"8","TM4SF19"
"NFE2L2",0,0.596492449569154,0.497,0.074,0,"8","NFE2L2"
"MAPKAPK3",0,0.595864320949849,0.438,0.043,0,"8","MAPKAPK3"
"CD180",0,0.595710870577732,0.404,0.011,0,"8","CD180"
"CYTH4",0,0.594007578921165,0.461,0.049,0,"8","CYTH4"
"FDX1",0,0.592258455347734,0.339,0.03,0,"8","FDX1"
"ATP5C1",0,0.591791749428946,0.478,0.065,0,"8","ATP5C1"
"DEGS1",0,0.59107586388328,0.486,0.065,0,"8","DEGS1"
"DBNL",0,0.590238578839669,0.504,0.07,0,"8","DBNL"
"PSMB6",0,0.589820320892226,0.48,0.053,0,"8","PSMB6"
"SLC38A6",0,0.589455219010704,0.404,0.008,0,"8","SLC38A6"
"PDCD6IP",0,0.589150547845473,0.484,0.067,0,"8","PDCD6IP"
"SNX27",0,0.588994880078042,0.393,0.033,0,"8","SNX27"
"MKNK1",0,0.585383412042991,0.464,0.037,0,"8","MKNK1"
"GPI",0,0.585250786806524,0.457,0.045,0,"8","GPI"
"SH3GLB1",0,0.585243473418728,0.494,0.077,0,"8","SH3GLB1"
"ALDH3B1",0,0.584586810598179,0.442,0.013,0,"8","ALDH3B1"
"SEPN1",0,0.584289675709809,0.413,0.043,0,"8","SEPN1"
"SH2B3",0,0.583511772026628,0.458,0.032,0,"8","SH2B3"
"AP2A2",0,0.583031564792792,0.471,0.044,0,"8","AP2A2"
"NPTN",0,0.582249245433946,0.441,0.039,0,"8","NPTN"
"DHRS9",0,0.580686729190758,0.396,0.01,0,"8","DHRS9"
"DUSP3",0,0.579972781264132,0.433,0.031,0,"8","DUSP3"
"GNB4",0,0.579726204116979,0.451,0.026,0,"8","GNB4"
"CXXC5",0,0.577656091434895,0.457,0.045,0,"8","CXXC5"
"FTH1P8",0,0.576642171248711,0.446,0.005,0,"8","FTH1P8"
"ALOX5",0,0.576484502835266,0.417,0.038,0,"8","ALOX5"
"ATP6V0A1",0,0.576266538064111,0.426,0.02,0,"8","ATP6V0A1"
"RAD23B",0,0.575858646370302,0.499,0.069,0,"8","RAD23B"
"ACE",0,0.575713203925403,0.362,0.013,0,"8","ACE"
"MYO9B",0,0.575179691819247,0.483,0.052,0,"8","MYO9B"
"PSMD2",0,0.573890046505849,0.478,0.06,0,"8","PSMD2"
"GGA1",0,0.573481046532876,0.455,0.058,0,"8","GGA1"
"RP11.889L3.1",0,0.573190138061038,0.5,0.054,0,"8","RP11.889L3.1"
"MPDU1",0,0.573046781760242,0.445,0.032,0,"8","MPDU1"
"BCKDK",0,0.572618776471046,0.449,0.03,0,"8","BCKDK"
"AVPI1",0,0.572572248774643,0.425,0.011,0,"8","AVPI1"
"IL10RA",0,0.571932868318502,0.509,0.067,0,"8","IL10RA"
"ATP1B1",0,0.571799754066217,0.457,0.05,0,"8","ATP1B1"
"RAP1B",0,0.571315248898264,0.465,0.06,0,"8","RAP1B"
"FUOM",0,0.570301251325221,0.436,0.016,0,"8","FUOM"
"NRP2",0,0.568313882358745,0.461,0.03,0,"8","NRP2"
"SNX1",0,0.568297681389314,0.457,0.054,0,"8","SNX1"
"TXNRD1",0,0.568221948269007,0.4,0.03,0,"8","TXNRD1"
"BLVRA",0,0.567571360701884,0.445,0.029,0,"8","BLVRA"
"GLA",0,0.566430990013514,0.391,0.026,0,"8","GLA"
"SDHB",0,0.566095660912443,0.443,0.053,0,"8","SDHB"
"IL13RA1",0,0.565849826453681,0.471,0.059,0,"8","IL13RA1"
"RP11.12M9.3",0,0.565262694514452,0.486,0.036,0,"8","RP11.12M9.3"
"MTMR14",0,0.564821692024356,0.438,0.041,0,"8","MTMR14"
"KCNJ5",0,0.563738056833878,0.401,0.004,0,"8","KCNJ5"
"EMC7",0,0.563091977696122,0.461,0.056,0,"8","EMC7"
"SCD",0,0.562245772680107,0.377,0.017,0,"8","SCD"
"ICAM1",0,0.561919426707658,0.399,0.025,0,"8","ICAM1"
"RPL41P2",0,0.560298218983916,0.454,0.04,0,"8","RPL41P2"
"RCC2",0,0.558471673490737,0.458,0.057,0,"8","RCC2"
"PI4K2A",0,0.55662745311108,0.43,0.019,0,"8","PI4K2A"
"BAIAP2",0,0.55652643733668,0.407,0.026,0,"8","BAIAP2"
"ECM1",0,0.556202454920245,0.399,0.015,0,"8","ECM1"
"ZMIZ1",0,0.555471366195106,0.428,0.051,0,"8","ZMIZ1"
"STX4",0,0.55511145160717,0.436,0.047,0,"8","STX4"
"ABR",0,0.55511145160717,0.454,0.045,0,"8","ABR"
"MPEG1",0,0.555024774475673,0.359,0.035,0,"8","MPEG1"
"OLR1",0,0.554745645841763,0.281,0.008,0,"8","OLR1"
"PNKD",0,0.5530161488193,0.438,0.038,0,"8","PNKD"
"IER5L",0,0.552270454719978,0.404,0.047,0,"8","IER5L"
"C20ORF24",0,0.551812877407829,0.4,0.025,0,"8","C20ORF24"
"CRIP1",0,0.550809308220148,0.359,0.03,0,"8","CRIP1"
"BCAT1",0,0.550405999163605,0.399,0.015,0,"8","BCAT1"
"SRC",0,0.550023078779504,0.378,0.014,0,"8","SRC"
"DDRGK1",0,0.545784670578218,0.439,0.054,0,"8","DDRGK1"
"PLOD3",0,0.543440381461826,0.416,0.028,0,"8","PLOD3"
"KIAA2013",0,0.542254176536805,0.472,0.058,0,"8","KIAA2013"
"FNDC3B",0,0.539701304244884,0.425,0.036,0,"8","FNDC3B"
"BLOC1S1",0,0.539114229773651,0.432,0.052,0,"8","BLOC1S1"
"ABCA1",0,0.538793091351964,0.412,0.026,0,"8","ABCA1"
"CLEC7A",0,0.538116276071346,0.394,0.021,0,"8","CLEC7A"
"PLOD1",0,0.537529433895326,0.423,0.031,0,"8","PLOD1"
"TM7SF3",0,0.537475305512341,0.409,0.031,0,"8","TM7SF3"
"MGAT4B",0,0.537318840370645,0.412,0.05,0,"8","MGAT4B"
"TBC1D1",0,0.536216285232088,0.448,0.038,0,"8","TBC1D1"
"GLUD1",0,0.53387968036638,0.435,0.043,0,"8","GLUD1"
"GAS7",0,0.533803368311087,0.457,0.044,0,"8","GAS7"
"PARVB",0,0.53295670918332,0.403,0.032,0,"8","PARVB"
"CLCN7",0,0.532157672975974,0.422,0.035,0,"8","CLCN7"
"NAA20",0,0.52715337314153,0.426,0.039,0,"8","NAA20"
"RNASE6",0,0.524968309444459,0.396,0.025,0,"8","RNASE6"
"MNDA",0,0.524778279989321,0.403,0.023,0,"8","MNDA"
"TCN2",0,0.524495556574005,0.365,0.015,0,"8","TCN2"
"CLN8",0,0.524058253083506,0.443,0.034,0,"8","CLN8"
"LY96",0,0.523608499743896,0.42,0.014,0,"8","LY96"
"AHR",0,0.521152288216224,0.446,0.059,0,"8","AHR"
"IMPDH1",0,0.520784635773093,0.435,0.047,0,"8","IMPDH1"
"RPL12P47",0,0.518994646591884,0.481,0.058,0,"8","RPL12P47"
"RNF181",0,0.517186210431815,0.468,0.059,0,"8","RNF181"
"ATP6V1D",0,0.516214252774991,0.361,0.026,0,"8","ATP6V1D"
"VAV1",0,0.515429583662231,0.416,0.049,0,"8","VAV1"
"CAMK1",0,0.515182334427337,0.343,0.024,0,"8","CAMK1"
"RASSF4",0,0.515163083252213,0.394,0.022,0,"8","RASSF4"
"PLSCR1",0,0.514713561958214,0.42,0.049,0,"8","PLSCR1"
"CORO7",0,0.514655235659721,0.423,0.051,0,"8","CORO7"
"RRAGD",0,0.512240992473345,0.383,0.008,0,"8","RRAGD"
"TBC1D2",0,0.510669998514353,0.349,0.011,0,"8","TBC1D2"
"TIMM8B",0,0.508842873042072,0.387,0.039,0,"8","TIMM8B"
"EPN1",0,0.508835367619404,0.416,0.051,0,"8","EPN1"
"ITPK1",0,0.508496418939515,0.406,0.043,0,"8","ITPK1"
"NRP1",0,0.508458514700637,0.372,0.031,0,"8","NRP1"
"LRRC25",0,0.508213012801767,0.436,0.017,0,"8","LRRC25"
"NRGN",0,0.507907953127866,0.309,0.009,0,"8","NRGN"
"GNA13",0,0.506671557957045,0.423,0.044,0,"8","GNA13"
"RSU1",0,0.506501875602824,0.422,0.053,0,"8","RSU1"
"TNFRSF12A",0,0.505617825131384,0.303,0.021,0,"8","TNFRSF12A"
"PAQR5",0,0.505443664496116,0.275,0.007,0,"8","PAQR5"
"MAPK13",0,0.50453628262034,0.362,0.031,0,"8","MAPK13"
"HIF1A",0,0.502684555099329,0.407,0.043,0,"8","HIF1A"
"DNPH1",0,0.502251775918387,0.384,0.032,0,"8","DNPH1"
"AXL",0,0.500686389547497,0.342,0.027,0,"8","AXL"
